Index,Store,Date,Temperature,Fuel_Price,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
153,1,11/01/2013,50.32,3.243,16134.6,12.17,774.55,4001.25,224.2015518,6.525,False
154,1,18/01/2013,42.92,3.237,3559.46,3.88,246.62,1900.4,224.2358132,6.525,False
155,1,25/01/2013,53.37,3.227,1097.91,0.1,225.36,1831.88,224.2355518,6.525,False
156,1,01/02/2013,56.46,3.244,1359.9,265.0,20657.82,972.61,224.2352903,6.525,False
157,1,08/02/2013,56.67,3.417,729.8,280.89,20426.61,4671.78,224.2350289,6.525,True
158,1,15/02/2013,49.66,3.475,6665.52,47.21,13014.67,6310.18,224.2760526,6.525,False
159,1,22/02/2013,50.25,3.597,3163.89,42.2,15657.3,5812.86,224.4202895,6.525,False
160,1,01/03/2013,48.01,3.711,261.46,2.8,25.54,2747.59,224.5645263,6.525,False
161,1,08/03/2013,50.81,3.658,290.46,78.77,606.15,3697.11,224.7087632,6.525,False
165,1,05/04/2013,58.59,3.583,5687.86,485.97,478.04,5092.33,225.0865399,6.314,False
166,1,12/04/2013,62.72,3.529,932.58,52.86,949.07,2836.64,225.1701596,6.314,False
167,1,19/04/2013,67.1,3.451,3.95,107.5,458.76,2062.05,225.1701596,6.314,False
274,2,11/11/2011,59.33,3.297,20445.0,443.32,4754.07,4787.16,217.6455387,7.441,False
275,2,18/11/2011,62.01,3.308,1217.76,152.12,873.82,7656.42,217.8670218,7.441,False
276,2,25/11/2011,56.36,3.236,62.0,77451.26,23.0,1589.43,218.1130269,7.441,True
277,2,02/12/2011,48.74,3.172,83.47,1897.27,4444.0,28238.93,218.3590319,7.441,False
278,2,09/12/2011,41.76,3.158,40.0,306.43,4160.55,8899.08,218.605037,7.441,False
279,2,16/12/2011,50.13,3.159,61.03,341.49,469.8,4744.27,218.8217928,7.441,False
280,2,23/12/2011,46.66,3.112,15.18,1501.75,88.76,6437.61,218.9995495,7.441,False
281,2,30/12/2011,44.57,3.129,92523.94,139.53,1515.4,3027.69,219.1773063,7.441,True
282,2,06/01/2012,46.75,3.157,37454.29,121.16,2388.92,7103.97,219.355063,7.057,False
283,2,13/01/2012,45.99,3.261,12092.63,98.38,708.18,4245.6,219.5328198,7.057,False
284,2,20/01/2012,51.7,3.268,4355.69,105.97,1703.1,3376.03,219.6258417,7.057,False
285,2,27/01/2012,50.5,3.29,1507.56,86.09,43.4,2613.53,219.7188636,7.057,False
286,2,03/02/2012,55.21,3.36,3818.85,221.4,48159.86,7423.61,219.8118854,7.057,False
287,2,10/02/2012,46.98,3.409,6674.42,94.07,14114.9,9577.83,219.9049073,7.057,True
288,2,17/02/2012,43.82,3.51,14273.24,15.76,4927.14,6650.08,220.0651993,7.057,False
289,2,24/02/2012,54.63,3.555,12059.1,10.2,5299.73,10380.03,220.275944,7.057,False
290,2,02/03/2012,58.79,3.63,2144.7,9.0,9799.63,4929.53,220.4866886,7.057,False
291,2,09/03/2012,57.11,3.669,368.32,3.0,2498.17,7746.0,220.6974332,7.057,False
292,2,16/03/2012,63.68,3.734,230.42,3.0,2650.77,2073.81,220.8498468,7.057,False
293,2,23/03/2012,64.01,3.787,139.93,6.63,1650.49,5263.08,220.9244858,7.057,False
294,2,30/03/2012,66.83,3.845,164.77,17.0,1017.31,3470.49,220.9991248,7.057,False
295,2,06/04/2012,68.43,3.891,1.3,32.58,4874.69,5535.13,221.0737638,6.891,False
296,2,13/04/2012,68.08,3.891,6573.08,20.21,4162.2,1966.38,221.1484028,6.891,False
297,2,20/04/2012,65.69,3.877,2236.2,33.53,878.07,4080.32,221.2021074,6.891,False
303,2,01/06/2012,78.38,3.501,21.0,245.37,2993.15,5521.72,221.3852748,6.891,False
304,2,08/06/2012,78.69,3.452,463.6,78.39,3610.78,10877.64,221.3877467,6.891,False
305,2,15/06/2012,80.56,3.393,195.0,0.19,4455.38,5288.61,221.4009901,6.891,False
306,2,22/06/2012,81.04,3.346,314.0,60.99,6058.6,36430.33,221.4411622,6.891,False
308,2,06/07/2012,84.2,3.227,295.05,100.15,6720.4,5506.53,221.5215064,6.565,False
309,2,13/07/2012,80.17,3.256,342.25,20.53,5674.44,5012.22,221.5616784,6.565,False
310,2,20/07/2012,83.23,3.311,241.2,24.97,3401.36,2453.42,221.5701123,6.565,False
311,2,27/07/2012,86.37,3.407,197.72,2.53,6319.33,5007.01,221.5785461,6.565,False
312,2,03/08/2012,90.22,3.417,164.58,43.02,21801.9,6652.98,221.5869799,6.565,False
313,2,10/08/2012,88.55,3.494,142.3,13.43,4187.43,5286.19,221.5954138,6.565,False
314,2,17/08/2012,84.79,3.571,330.78,10.53,4253.28,4927.26,221.6751459,6.565,False
315,2,24/08/2012,76.91,3.62,211.38,6.62,2972.88,5102.26,221.8083518,6.565,False
316,2,31/08/2012,82.64,3.638,73.22,21.38,12878.62,4756.5,221.9415576,6.565,False
317,2,07/09/2012,87.65,3.73,149.28,60.97,2920.9,3275.57,222.0747635,6.565,True
319,2,21/09/2012,71.09,3.721,3.82,15.55,1001.42,7607.94,222.4169362,6.565,False
320,2,28/09/2012,79.45,3.666,1.91,1.65,1549.1,3946.03,222.6164329,6.565,False
324,2,26/10/2012,69.79,3.506,129.77,200.0,272.29,2924.15,223.0783366,6.17,False
325,2,02/11/2012,56.4,3.386,6181.03,32.4,1571.2,4510.08,223.0968655,6.17,False
326,2,09/11/2012,61.9,3.314,2711.51,109.45,7185.16,6480.49,223.1153944,6.17,False
327,2,16/11/2012,52.72,3.252,285.03,101.44,2014.28,8732.45,223.1469028,6.17,False
328,2,23/11/2012,58.06,3.211,2.49,105146.3,927.97,1253.85,223.1957173,6.17,True
332,2,21/12/2012,55.14,3.098,248.76,312.92,594.17,2167.73,223.4728642,6.17,False
333,2,28/12/2012,41.56,3.108,56549.69,377.76,115.89,3479.8,223.5933316,6.17,True
334,2,04/01/2013,39.12,3.161,34381.53,26.36,159.76,3863.31,223.7137989,6.237,False
335,2,11/01/2013,47.42,3.243,12098.17,13.68,1067.36,5383.2,223.8342663,6.237,False
336,2,18/01/2013,40.98,3.237,3047.9,9.26,49.14,2758.1,223.86882,6.237,False
337,2,25/01/2013,51.33,3.227,1605.81,0.6,161.21,1963.72,223.8690083,6.237,False
338,2,01/02/2013,54.75,3.244,1642.02,545.2,12725.35,5002.74,223.8691966,6.237,False
339,2,08/02/2013,56.08,3.417,687.56,358.29,44824.98,8167.67,223.8693849,6.237,True
340,2,15/02/2013,48.92,3.475,6019.52,11.33,5982.79,7043.58,223.9106714,6.237,False
341,2,22/02/2013,48.16,3.597,4354.2,16.58,1054.97,3019.84,224.0547032,6.237,False
342,2,01/03/2013,46.08,3.711,439.6,4.4,56.86,4416.82,224.198735,6.237,False
343,2,08/03/2013,51.12,3.658,54.43,136.7,7235.69,6441.67,224.3427668,6.237,False
347,2,05/04/2013,58.3,3.583,4983.34,411.07,2378.92,3007.06,224.7192583,6.112,False
348,2,12/04/2013,61.23,3.529,395.13,66.86,1537.62,3122.19,224.8025314,6.112,False
349,2,19/04/2013,67.05,3.451,12.72,104.72,219.88,2640.86,224.8025314,6.112,False
350,2,26/04/2013,58.13,3.417,11.92,146.45,461.83,2046.53,224.8025314,6.112,False
456,3,11/11/2011,61.7,3.297,2006.62,200.01,570.57,1005.33,221.4117517,7.197,False
457,3,18/11/2011,63.91,3.308,23.27,19.95,865.09,2926.05,221.6432852,7.197,False
459,3,02/12/2011,54.97,3.172,18.94,781.71,394.29,7297.1,222.1589519,7.197,False
460,3,09/12/2011,49.26,3.158,6.47,123.42,833.44,3018.08,222.4167852,7.197,False
463,3,30/12/2011,48.29,3.129,14356.07,66.66,81.43,777.35,223.0090839,7.197,True
464,3,06/01/2012,52.42,3.157,9389.98,15.0,415.36,1476.85,223.1923049,6.833,False
466,3,20/01/2012,56.2,3.268,1629.26,1.46,16.05,799.5,223.4700552,6.833,False
468,3,03/02/2012,59.33,3.36,268.29,0.6,8368.15,804.24,223.6591137,6.833,False
469,3,10/02/2012,51.65,3.409,1594.87,2.2,2144.87,2577.83,223.753643,6.833,True
470,3,17/02/2012,52.39,3.51,3128.74,1.88,2396.68,1631.28,223.9170153,6.833,False
473,3,09/03/2012,60.71,3.669,298.46,1.39,1340.29,1416.22,224.5620291,6.833,False
474,3,16/03/2012,64.0,3.734,80.89,3.2,909.76,491.83,224.7166953,6.833,False
475,3,23/03/2012,66.53,3.787,36.1,1.43,92.11,583.9,224.7909104,6.833,False
476,3,30/03/2012,69.36,3.845,99.83,1.25,113.25,388.39,224.8651254,6.833,False
478,3,13/04/2012,72.83,3.891,1673.42,3.0,682.03,1371.55,225.0135556,6.664,False
479,3,20/04/2012,72.05,3.877,130.68,1.75,425.29,904.8,225.0689541,6.664,False
485,3,01/06/2012,81.55,3.501,10.0,220.03,618.49,1940.77,225.2518313,6.664,False
486,3,08/06/2012,81.65,3.452,28.6,30.18,283.7,2093.48,225.2521458,6.664,False
487,3,15/06/2012,84.66,3.393,31.8,1.0,631.17,835.34,225.2644795,6.664,False
488,3,22/06/2012,82.7,3.346,11.2,0.51,421.71,1743.54,225.3068615,6.664,False
490,3,06/07/2012,83.14,3.227,30.7,28.16,703.16,1962.17,225.3916254,6.334,False
491,3,13/07/2012,82.28,3.256,20.8,2.02,302.29,451.1,225.4340074,6.334,False
492,3,20/07/2012,81.38,3.311,66.2,3.83,149.62,558.02,225.4438827,6.334,False
493,3,27/07/2012,84.94,3.407,31.0,2.46,1791.7,1107.97,225.4537579,6.334,False
494,3,03/08/2012,86.55,3.417,37.2,0.04,2484.22,639.29,225.4636332,6.334,False
495,3,10/08/2012,85.85,3.494,28.4,2.4,1880.43,555.9,225.4735085,6.334,False
498,3,31/08/2012,85.18,3.638,27.8,24.7,1743.76,428.74,225.8293063,6.334,False
499,3,07/09/2012,84.99,3.73,19.0,8.31,419.87,926.86,225.9660263,6.334,True
501,3,21/09/2012,72.78,3.721,1.91,7.69,878.66,1602.11,226.3151496,6.334,False
506,3,26/10/2012,74.66,3.506,6.35,4.0,5.94,180.07,226.9873637,6.034,False
507,3,02/11/2012,61.61,3.386,420.29,0.55,1498.52,749.71,227.0058832,6.034,False
508,3,09/11/2012,68.72,3.314,985.52,0.85,273.23,422.66,227.0244026,6.034,False
509,3,16/11/2012,61.1,3.252,197.19,48.6,433.85,961.97,227.0569237,6.034,False
515,3,28/12/2012,51.76,3.108,10952.76,70.6,201.38,327.07,227.5148363,6.034,True
516,3,04/01/2013,46.52,3.161,7821.32,0.2,171.09,570.6,227.6363871,6.108,False
517,3,11/01/2013,49.83,3.243,3395.0,0.52,160.25,1366.37,227.7579379,6.108,False
518,3,18/01/2013,49.09,3.237,779.95,2.1,43.05,674.45,227.7893692,6.108,False
519,3,25/01/2013,57.85,3.227,838.33,0.1,19.79,907.5,227.7847527,6.108,False
520,3,01/02/2013,62.81,3.244,665.85,30.0,3221.12,679.96,227.7801362,6.108,False
521,3,08/02/2013,62.77,3.417,224.97,163.55,6151.53,782.92,227.7755197,6.108,True
525,3,08/03/2013,57.25,3.658,34.88,4.0,892.51,1095.59,228.2526667,6.108,False
529,3,05/04/2013,65.89,3.583,1285.04,316.3,65.46,835.58,228.6428882,5.999,False
530,3,12/04/2013,67.56,3.529,716.86,53.54,151.17,637.16,228.7298638,5.999,False
531,3,19/04/2013,71.69,3.451,0.01,60.0,40.4,851.01,228.7298638,5.999,False
638,4,11/11/2011,47.12,3.286,16658.47,430.13,5630.01,9213.39,129.8167097,5.143,False
639,4,18/11/2011,50.44,3.294,840.56,372.9,613.96,5358.13,129.8268333,5.143,False
640,4,25/11/2011,47.96,3.225,137.88,83340.33,44.04,9239.23,129.8364,5.143,True
641,4,02/12/2011,38.71,3.176,160.94,2260.29,4767.86,28604.2,129.8459667,5.143,False
642,4,09/12/2011,31.64,3.153,30.0,984.98,4692.5,13503.99,129.8555333,5.143,False
643,4,16/12/2011,36.44,3.149,72.3,1790.15,777.65,10261.95,129.8980645,5.143,False
644,4,23/12/2011,35.92,3.103,69.05,2938.24,52.0,4396.76,129.9845484,5.143,False
645,4,30/12/2011,36.89,3.119,72413.71,399.77,776.26,5012.53,130.0710323,5.143,True
646,4,06/01/2012,38.64,3.158,38677.72,234.0,863.22,8682.95,130.1575161,4.607,False
647,4,13/01/2012,34.41,3.263,14553.37,76.37,820.37,5955.28,130.244,4.607,False
648,4,20/01/2012,42.09,3.273,7040.02,44.16,918.36,1116.83,130.2792258,4.607,False
649,4,27/01/2012,40.31,3.29,3740.12,46.16,445.47,2451.89,130.3144516,4.607,False
650,4,03/02/2012,41.81,3.354,4033.29,285.11,48086.64,7456.15,130.3496774,4.607,False
651,4,10/02/2012,33.0,3.411,7208.51,118.37,12869.78,10618.93,130.3849032,4.607,True
652,4,17/02/2012,34.19,3.493,11049.65,17.36,11912.49,7565.99,130.4546207,4.607,False
653,4,24/02/2012,41.31,3.541,4703.88,5.4,1179.72,9352.14,130.5502069,4.607,False
654,4,02/03/2012,50.38,3.619,1394.86,32.93,10714.6,3592.82,130.6457931,4.607,False
655,4,09/03/2012,53.63,3.667,602.02,8.53,1103.64,9464.98,130.7413793,4.607,False
657,4,23/03/2012,59.07,3.759,-10.5,5.99,739.14,4396.97,130.8966452,4.607,False
658,4,30/03/2012,72.63,3.82,442.52,6.5,487.66,4076.68,130.9670968,4.607,False
660,4,13/04/2012,68.69,3.881,5941.43,30.84,3915.29,4392.95,131.108,4.308,False
661,4,20/04/2012,68.6,3.864,4279.41,43.43,2409.97,4544.22,131.1173333,4.308,False
662,4,27/04/2012,76.47,3.81,97.77,26.68,113.37,3947.45,131.1266667,4.308,False
664,4,11/05/2012,67.64,3.685,86.0,103.05,5005.96,3815.16,131.1453333,4.308,False
666,4,25/05/2012,77.47,3.551,436.0,862.31,3268.41,3749.53,131.0287742,4.308,False
667,4,01/06/2012,77.41,3.483,8.6,47.93,2676.33,4896.34,130.9592258,4.308,False
668,4,08/06/2012,78.11,3.433,249.8,7.86,4235.27,9690.55,130.8896774,4.308,False
669,4,15/06/2012,80.94,3.372,84.0,0.22,2105.39,6113.16,130.8295333,4.308,False
670,4,22/06/2012,81.63,3.329,351.22,3.48,5390.02,10920.89,130.7929,4.308,False
672,4,06/07/2012,80.37,3.187,90.0,157.62,10671.47,3864.91,130.7196333,4.077,False
673,4,13/07/2012,76.86,3.224,151.0,17.27,3810.25,4766.88,130.683,4.077,False
674,4,20/07/2012,79.14,3.263,47.55,30.56,634.78,4648.91,130.7012903,4.077,False
675,4,27/07/2012,81.06,3.356,68.7,4.26,13565.83,3841.61,130.7195806,4.077,False
676,4,03/08/2012,83.86,3.374,42.27,58.34,22663.73,10925.99,130.737871,4.077,False
677,4,10/08/2012,83.21,3.476,36.6,60.94,4777.2,3937.09,130.7561613,4.077,False
678,4,17/08/2012,81.41,3.552,15.04,5.54,1269.13,3528.9,130.7909677,4.077,False
680,4,31/08/2012,76.47,3.646,1.02,68.29,7187.73,6428.12,130.8853548,4.077,False
681,4,07/09/2012,82.09,3.709,16.0,59.06,7217.88,8026.47,130.9325484,4.077,True
683,4,21/09/2012,68.97,3.721,5.73,16.84,6376.86,4417.13,131.0103333,4.077,False
684,4,28/09/2012,71.74,3.666,5.73,2.94,1931.02,9753.37,131.043,4.077,False
689,4,02/11/2012,53.31,3.404,7665.66,23.0,190.24,1586.46,131.2362258,3.879,False
690,4,09/11/2012,59.47,3.337,6412.64,73.18,9912.23,7259.32,131.2793548,3.879,False
691,4,16/11/2012,49.86,3.271,409.67,205.09,1497.33,7862.4,131.3258,3.879,False
692,4,23/11/2012,55.09,3.233,6.93,93310.3,497.28,3938.54,131.3766667,3.879,True
696,4,21/12/2012,44.8,3.112,137.92,118.28,21.32,1239.78,131.642,3.879,False
697,4,28/12/2012,37.93,3.125,50636.71,347.0,6.24,862.39,131.747,3.879,True
699,4,11/01/2013,38.92,3.235,23457.11,4.22,522.96,3743.86,131.957,3.921,False
700,4,18/01/2013,34.06,3.232,3758.9,12.1,23.97,2112.04,132.030871,3.921,False
701,4,25/01/2013,47.49,3.22,1652.63,0.3,1257.32,1547.68,132.0922903,3.921,False
702,4,01/02/2013,49.07,3.232,861.18,870.2,29210.08,1663.48,132.1537097,3.921,False
703,4,08/02/2013,49.86,3.401,564.98,521.82,45331.3,7730.26,132.215129,3.921,True
704,4,15/02/2013,44.7,3.451,10303.91,630.8,17516.52,3782.94,132.2725714,3.921,False
705,4,22/02/2013,44.68,3.602,10149.27,31.4,6451.6,4875.84,132.3200714,3.921,False
706,4,01/03/2013,42.56,3.694,762.39,3.2,1621.99,3526.18,132.3675714,3.921,False
707,4,08/03/2013,53.21,3.647,779.6,164.42,12389.6,9316.71,132.4150714,3.921,False
711,4,05/04/2013,57.7,3.552,12906.43,641.98,4801.53,2723.41,132.6537742,3.896,False
712,4,12/04/2013,60.06,3.504,1269.44,201.06,2776.58,7702.91,132.7160968,3.896,False
713,4,19/04/2013,63.28,3.436,96.18,183.6,358.15,2039.26,132.7160968,3.896,False
820,5,11/11/2011,60.71,3.297,1943.2,60.03,757.33,1040.96,218.5699621,6.3,False
821,5,18/11/2011,64.33,3.308,116.11,95.01,295.13,4368.45,218.793912,6.3,False
822,5,25/11/2011,61.93,3.236,7.0,29333.06,8.0,826.06,219.0428204,6.3,True
823,5,02/12/2011,51.14,3.172,4.0,658.01,901.67,24751.93,219.2917287,6.3,False
827,5,30/12/2011,45.62,3.129,17079.76,72.93,162.33,1211.95,220.1178226,6.3,True
828,5,06/01/2012,50.21,3.157,6733.6,35.03,621.64,3507.24,220.2969205,5.943,False
829,5,13/01/2012,48.86,3.261,3666.32,1.71,137.88,1706.42,220.4760185,5.943,False
832,5,03/02/2012,57.35,3.36,1349.62,23.82,14928.42,3186.52,220.7561941,5.943,False
833,5,10/02/2012,48.57,3.409,2725.8,1.53,3682.89,3234.79,220.849586,5.943,True
834,5,17/02/2012,48.25,3.51,1958.52,1.76,2662.84,2820.38,221.0106341,5.943,False
836,5,02/03/2012,60.66,3.63,123.32,1.0,3063.26,1213.59,221.4342146,5.943,False
837,5,09/03/2012,57.69,3.669,51.27,2.0,109.67,5043.45,221.6460048,5.943,False
838,5,16/03/2012,63.55,3.734,30.7,2.24,585.12,1765.08,221.7989713,5.943,False
839,5,23/03/2012,64.44,3.787,32.75,5.59,210.09,775.7,221.8735063,5.943,False
840,5,30/03/2012,67.76,3.845,25.2,2.7,322.57,1790.31,221.9480412,5.943,False
843,5,20/04/2012,67.33,3.877,225.78,3.0,247.94,1499.51,222.1512315,5.801,False
851,5,15/06/2012,81.64,3.393,0.95,0.04,570.11,1828.62,222.3492901,5.801,False
854,5,06/07/2012,82.35,3.227,2.65,52.06,914.36,2768.98,222.4714336,5.603,False
855,5,13/07/2012,80.78,3.256,1.0,12.0,889.18,798.44,222.5121481,5.603,False
856,5,20/07/2012,81.05,3.311,13.48,3.39,278.93,1050.13,222.5209358,5.603,False
857,5,27/07/2012,85.06,3.407,7.75,0.36,3104.68,2152.23,222.5297234,5.603,False
858,5,03/08/2012,86.91,3.417,14.48,0.7,3640.7,2517.31,222.5385111,5.603,False
859,5,10/08/2012,86.96,3.494,15.0,0.5,1687.13,2102.31,222.5472987,5.603,False
860,5,17/08/2012,87.52,3.571,-10.98,2.31,1955.75,1205.23,222.6276753,5.603,False
861,5,24/08/2012,79.45,3.62,68.0,4.54,627.6,1355.17,222.7617437,5.603,False
862,5,31/08/2012,84.25,3.638,49.0,13.0,2799.14,2740.48,222.8958121,5.603,False
863,5,07/09/2012,86.3,3.73,1.9,9.61,968.75,2069.3,223.0298805,5.603,True
864,5,14/09/2012,76.65,3.717,4.0,4.55,1354.97,3535.01,223.1734167,5.603,False
865,5,21/09/2012,71.09,3.721,5.73,1.1,83.82,4579.05,223.3737593,5.603,False
871,5,02/11/2012,57.83,3.386,1163.63,2.31,514.05,1555.5,224.0563405,5.422,False
872,5,09/11/2012,64.61,3.314,2037.54,1.95,303.93,1595.16,224.0748671,5.422,False
873,5,16/11/2012,56.89,3.252,-35.74,15.46,326.59,2310.83,224.1066241,5.422,False
879,5,28/12/2012,47.47,3.108,13017.25,60.81,72.8,3503.26,224.5558716,5.422,True
881,5,11/01/2013,49.5,3.243,4414.85,1.04,37.36,1191.29,224.7973381,5.494,False
882,5,18/01/2013,45.08,3.237,1329.85,1.14,600.58,1769.01,224.8311254,5.494,False
884,5,01/02/2013,58.99,3.244,637.17,30.0,5803.02,970.8,224.8291434,5.494,False
885,5,08/02/2013,59.05,3.417,271.06,80.55,10897.89,4109.09,224.8281523,5.494,True
889,5,08/03/2013,53.16,3.658,41.8,2.0,1334.42,3081.47,225.3024583,5.494,False
893,5,05/04/2013,61.88,3.583,927.32,170.24,405.3,-185.17,225.6823199,5.278,False
894,5,12/04/2013,62.36,3.529,376.67,7.6,184.54,1703.57,225.7665018,5.278,False
1002,6,11/11/2011,61.33,3.297,2173.66,123.2,3108.55,5416.96,219.5631135,6.551,False
1003,6,18/11/2011,63.89,3.308,304.36,205.38,687.88,7949.26,219.7897137,6.551,False
1004,6,25/11/2011,62.78,3.236,171.88,83192.81,15.0,986.23,220.0417412,6.551,True
1005,6,02/12/2011,51.18,3.172,74.94,2885.14,3904.82,27272.53,220.2937686,6.551,False
1006,6,09/12/2011,43.64,3.158,42.0,282.45,4436.51,11311.24,220.5457961,6.551,False
1007,6,16/12/2011,53.27,3.159,27.0,603.98,508.56,4788.85,220.7671856,6.551,False
1008,6,23/12/2011,49.45,3.112,55.54,1417.2,23.41,5336.5,220.9477245,6.551,False
1009,6,30/12/2011,46.8,3.129,82881.16,326.68,814.58,2728.99,221.1282634,6.551,True
1010,6,06/01/2012,50.82,3.157,32056.43,108.24,985.76,6650.63,221.3088023,6.132,False
1011,6,13/01/2012,48.33,3.261,11967.81,65.72,575.13,4512.18,221.4893412,6.132,False
1012,6,20/01/2012,55.37,3.268,1540.99,33.02,449.06,6587.63,221.5831306,6.132,False
1013,6,27/01/2012,53.95,3.29,630.92,37.1,17.0,2641.9,221.6769199,6.132,False
1014,6,03/02/2012,57.45,3.36,1772.68,161.55,28199.34,7151.33,221.7707093,6.132,False
1015,6,10/02/2012,48.58,3.409,5694.76,68.45,8976.17,6779.43,221.8644987,6.132,True
1016,6,17/02/2012,49.03,3.51,15299.89,12.82,6129.29,7603.05,222.026359,6.132,False
1017,6,24/02/2012,59.17,3.555,8878.31,10.6,642.13,5539.68,222.2392726,6.132,False
1018,6,02/03/2012,60.32,3.63,618.72,14.35,9687.4,4968.92,222.4521862,6.132,False
1019,6,09/03/2012,57.89,3.669,445.6,4.19,446.42,5729.67,222.6650998,6.132,False
1020,6,16/03/2012,62.8,3.734,103.68,4.59,2231.64,2062.04,222.8186603,6.132,False
1021,6,23/03/2012,63.71,3.787,57.72,10.95,664.8,3968.26,222.8930835,6.132,False
1022,6,30/03/2012,67.91,3.845,6.78,16.5,1859.67,3535.25,222.9675066,6.132,False
1024,6,13/04/2012,71.29,3.891,6968.14,18.04,1544.21,2875.46,223.1163529,5.964,False
1025,6,20/04/2012,68.64,3.877,2591.86,14.79,81.42,3663.48,223.17092,5.964,False
