Index,Store,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
494,3,86.55,3.417,5683.49,37.2,0.04,2484.22,639.29,225.4636332,6.334,False
495,3,85.85,3.494,3375.44,28.4,2.4,1880.43,555.9,225.4735085,6.334,False
498,3,85.18,3.638,6599.69,27.8,24.7,1743.76,428.74,225.8293063,6.334,False
499,3,84.99,3.73,2266.83,19.0,8.31,419.87,926.86,225.9660263,6.334,True
501,3,72.78,3.721,3233.34,1.91,7.69,878.66,1602.11,226.3151496,6.334,False
506,3,74.66,3.506,370.99,6.35,4.0,5.94,180.07,226.9873637,6.034,False
507,3,61.61,3.386,3218.13,420.29,0.55,1498.52,749.71,227.0058832,6.034,False
508,3,68.72,3.314,2540.75,985.52,0.85,273.23,422.66,227.0244026,6.034,False
509,3,61.1,3.252,1933.43,197.19,48.6,433.85,961.97,227.0569237,6.034,False
515,3,51.76,3.108,6542.05,10952.76,70.6,201.38,327.07,227.5148363,6.034,True
516,3,46.52,3.161,2917.32,7821.32,0.2,171.09,570.6,227.6363871,6.108,False
517,3,49.83,3.243,2503.67,3395.0,0.52,160.25,1366.37,227.7579379,6.108,False
518,3,49.09,3.237,659.55,779.95,2.1,43.05,674.45,227.7893692,6.108,False
519,3,57.85,3.227,524.43,838.33,0.1,19.79,907.5,227.7847527,6.108,False
520,3,62.81,3.244,2513.52,665.85,30.0,3221.12,679.96,227.7801362,6.108,False
521,3,62.77,3.417,29091.04,224.97,163.55,6151.53,782.92,227.7755197,6.108,True
525,3,57.25,3.658,6458.44,34.88,4.0,892.51,1095.59,228.2526667,6.108,False
529,3,65.89,3.583,9649.15,1285.04,316.3,65.46,835.58,228.6428882,5.999,False
530,3,67.56,3.529,900.72,716.86,53.54,151.17,637.16,228.7298638,5.999,False
531,3,71.69,3.451,976.83,0.01,60.0,40.4,851.01,228.7298638,5.999,False
638,4,47.12,3.286,12851.52,16658.47,430.13,5630.01,9213.39,129.8167097,5.143,False
639,4,50.44,3.294,4539.94,840.56,372.9,613.96,5358.13,129.8268333,5.143,False
640,4,47.96,3.225,561.45,137.88,83340.33,44.04,9239.23,129.8364,5.143,True
641,4,38.71,3.176,9762.39,160.94,2260.29,4767.86,28604.2,129.8459667,5.143,False
642,4,31.64,3.153,5857.72,30.0,984.98,4692.5,13503.99,129.8555333,5.143,False
643,4,36.44,3.149,2756.67,72.3,1790.15,777.65,10261.95,129.8980645,5.143,False
644,4,35.92,3.103,2461.94,69.05,2938.24,52.0,4396.76,129.9845484,5.143,False
645,4,36.89,3.119,3496.13,72413.71,399.77,776.26,5012.53,130.0710323,5.143,True
646,4,38.64,3.158,7857.71,38677.72,234.0,863.22,8682.95,130.1575161,4.607,False
647,4,34.41,3.263,3666.28,14553.37,76.37,820.37,5955.28,130.244,4.607,False
648,4,42.09,3.273,2109.41,7040.02,44.16,918.36,1116.83,130.2792258,4.607,False
649,4,40.31,3.29,1346.06,3740.12,46.16,445.47,2451.89,130.3144516,4.607,False
650,4,41.81,3.354,50820.76,4033.29,285.11,48086.64,7456.15,130.3496774,4.607,False
651,4,33.0,3.411,11374.63,7208.51,118.37,12869.78,10618.93,130.3849032,4.607,True
652,4,34.19,3.493,14225.99,11049.65,17.36,11912.49,7565.99,130.4546207,4.607,False
653,4,41.31,3.541,9777.71,4703.88,5.4,1179.72,9352.14,130.5502069,4.607,False
654,4,50.38,3.619,18564.88,1394.86,32.93,10714.6,3592.82,130.6457931,4.607,False
655,4,53.63,3.667,8779.57,602.02,8.53,1103.64,9464.98,130.7413793,4.607,False
657,4,59.07,3.759,8806.8,-10.5,5.99,739.14,4396.97,130.8966452,4.607,False
658,4,72.63,3.82,2565.8,442.52,6.5,487.66,4076.68,130.9670968,4.607,False
660,4,68.69,3.881,12506.74,5941.43,30.84,3915.29,4392.95,131.108,4.308,False
661,4,68.6,3.864,2774.39,4279.41,43.43,2409.97,4544.22,131.1173333,4.308,False
662,4,76.47,3.81,3993.66,97.77,26.68,113.37,3947.45,131.1266667,4.308,False
664,4,67.64,3.685,20499.88,86.0,103.05,5005.96,3815.16,131.1453333,4.308,False
666,4,77.47,3.551,4330.02,436.0,862.31,3268.41,3749.53,131.0287742,4.308,False
667,4,77.41,3.483,10165.22,8.6,47.93,2676.33,4896.34,130.9592258,4.308,False
668,4,78.11,3.433,7429.46,249.8,7.86,4235.27,9690.55,130.8896774,4.308,False
669,4,80.94,3.372,16063.84,84.0,0.22,2105.39,6113.16,130.8295333,4.308,False
670,4,81.63,3.329,6619.2,351.22,3.48,5390.02,10920.89,130.7929,4.308,False
672,4,80.37,3.187,9789.03,90.0,157.62,10671.47,3864.91,130.7196333,4.077,False
673,4,76.86,3.224,11075.38,151.0,17.27,3810.25,4766.88,130.683,4.077,False
674,4,79.14,3.263,4799.23,47.55,30.56,634.78,4648.91,130.7012903,4.077,False
675,4,81.06,3.356,7011.68,68.7,4.26,13565.83,3841.61,130.7195806,4.077,False
676,4,83.86,3.374,29127.2,42.27,58.34,22663.73,10925.99,130.737871,4.077,False
677,4,83.21,3.476,16996.42,36.6,60.94,4777.2,3937.09,130.7561613,4.077,False
678,4,81.41,3.552,2531.63,15.04,5.54,1269.13,3528.9,130.7909677,4.077,False
680,4,76.47,3.646,19617.58,1.02,68.29,7187.73,6428.12,130.8853548,4.077,False
681,4,82.09,3.709,9082.61,16.0,59.06,7217.88,8026.47,130.9325484,4.077,True
683,4,68.97,3.721,11214.89,5.73,16.84,6376.86,4417.13,131.0103333,4.077,False
684,4,71.74,3.666,5333.92,5.73,2.94,1931.02,9753.37,131.043,4.077,False
689,4,53.31,3.404,3717.8,7665.66,23.0,190.24,1586.46,131.2362258,3.879,False
690,4,59.47,3.337,28299.04,6412.64,73.18,9912.23,7259.32,131.2793548,3.879,False
691,4,49.86,3.271,14400.63,409.67,205.09,1497.33,7862.4,131.3258,3.879,False
692,4,55.09,3.233,3365.61,6.93,93310.3,497.28,3938.54,131.3766667,3.879,True
696,4,44.8,3.112,3564.6,137.92,118.28,21.32,1239.78,131.642,3.879,False
697,4,37.93,3.125,7712.77,50636.71,347.0,6.24,862.39,131.747,3.879,True
699,4,38.92,3.235,4749.65,23457.11,4.22,522.96,3743.86,131.957,3.921,False
700,4,34.06,3.232,5219.94,3758.9,12.1,23.97,2112.04,132.030871,3.921,False
701,4,47.49,3.22,15302.22,1652.63,0.3,1257.32,1547.68,132.0922903,3.921,False
702,4,49.07,3.232,27134.98,861.18,870.2,29210.08,1663.48,132.1537097,3.921,False
703,4,49.86,3.401,56705.09,564.98,521.82,45331.3,7730.26,132.215129,3.921,True
704,4,44.7,3.451,41326.97,10303.91,630.8,17516.52,3782.94,132.2725714,3.921,False
705,4,44.68,3.602,15128.45,10149.27,31.4,6451.6,4875.84,132.3200714,3.921,False
706,4,42.56,3.694,27132.59,762.39,3.2,1621.99,3526.18,132.3675714,3.921,False
707,4,53.21,3.647,23306.04,779.6,164.42,12389.6,9316.71,132.4150714,3.921,False
711,4,57.7,3.552,8031.33,12906.43,641.98,4801.53,2723.41,132.6537742,3.896,False
712,4,60.06,3.504,7876.11,1269.44,201.06,2776.58,7702.91,132.7160968,3.896,False
713,4,63.28,3.436,3578.12,96.18,183.6,358.15,2039.26,132.7160968,3.896,False
820,5,60.71,3.297,2971.48,1943.2,60.03,757.33,1040.96,218.5699621,6.3,False
821,5,64.33,3.308,952.21,116.11,95.01,295.13,4368.45,218.793912,6.3,False
822,5,61.93,3.236,107.42,7.0,29333.06,8.0,826.06,219.0428204,6.3,True
823,5,51.14,3.172,2359.44,4.0,658.01,901.67,24751.93,219.2917287,6.3,False
827,5,45.62,3.129,1938.28,17079.76,72.93,162.33,1211.95,220.1178226,6.3,True
828,5,50.21,3.157,4602.39,6733.6,35.03,621.64,3507.24,220.2969205,5.943,False
829,5,48.86,3.261,3408.93,3666.32,1.71,137.88,1706.42,220.4760185,5.943,False
832,5,57.35,3.36,23811.41,1349.62,23.82,14928.42,3186.52,220.7561941,5.943,False
833,5,48.57,3.409,4239.28,2725.8,1.53,3682.89,3234.79,220.849586,5.943,True
834,5,48.25,3.51,5548.48,1958.52,1.76,2662.84,2820.38,221.0106341,5.943,False
836,5,60.66,3.63,6172.7,123.32,1.0,3063.26,1213.59,221.4342146,5.943,False
837,5,57.69,3.669,1842.42,51.27,2.0,109.67,5043.45,221.6460048,5.943,False
838,5,63.55,3.734,1879.87,30.7,2.24,585.12,1765.08,221.7989713,5.943,False
839,5,64.44,3.787,694.24,32.75,5.59,210.09,775.7,221.8735063,5.943,False
840,5,67.76,3.845,5097.87,25.2,2.7,322.57,1790.31,221.9480412,5.943,False
843,5,67.33,3.877,1197.53,225.78,3.0,247.94,1499.51,222.1512315,5.801,False
851,5,81.64,3.393,1911.02,0.95,0.04,570.11,1828.62,222.3492901,5.801,False
854,5,82.35,3.227,2592.37,2.65,52.06,914.36,2768.98,222.4714336,5.603,False
855,5,80.78,3.256,1471.06,1.0,12.0,889.18,798.44,222.5121481,5.603,False
856,5,81.05,3.311,964.82,13.48,3.39,278.93,1050.13,222.5209358,5.603,False
857,5,85.06,3.407,2696.67,7.75,0.36,3104.68,2152.23,222.5297234,5.603,False
858,5,86.91,3.417,7365.26,14.48,0.7,3640.7,2517.31,222.5385111,5.603,False
859,5,86.96,3.494,3261.56,15.0,0.5,1687.13,2102.31,222.5472987,5.603,False
860,5,87.52,3.571,1649.56,-10.98,2.31,1955.75,1205.23,222.6276753,5.603,False
861,5,79.45,3.62,1985.37,68.0,4.54,627.6,1355.17,222.7617437,5.603,False
862,5,84.25,3.638,5211.69,49.0,13.0,2799.14,2740.48,222.8958121,5.603,False
863,5,86.3,3.73,2797.26,1.9,9.61,968.75,2069.3,223.0298805,5.603,True
864,5,76.65,3.717,2027.18,4.0,4.55,1354.97,3535.01,223.1734167,5.603,False
865,5,71.09,3.721,3033.26,5.73,1.1,83.82,4579.05,223.3737593,5.603,False
871,5,57.83,3.386,3526.61,1163.63,2.31,514.05,1555.5,224.0563405,5.422,False
872,5,64.61,3.314,2548.02,2037.54,1.95,303.93,1595.16,224.0748671,5.422,False
873,5,56.89,3.252,1631.01,-35.74,15.46,326.59,2310.83,224.1066241,5.422,False
879,5,47.47,3.108,6052.63,13017.25,60.81,72.8,3503.26,224.5558716,5.422,True
881,5,49.5,3.243,2372.65,4414.85,1.04,37.36,1191.29,224.7973381,5.494,False
882,5,45.08,3.237,2752.63,1329.85,1.14,600.58,1769.01,224.8311254,5.494,False
884,5,58.99,3.244,4697.68,637.17,30.0,5803.02,970.8,224.8291434,5.494,False
885,5,59.05,3.417,21533.52,271.06,80.55,10897.89,4109.09,224.8281523,5.494,True
889,5,53.16,3.658,6476.98,41.8,2.0,1334.42,3081.47,225.3024583,5.494,False
893,5,61.88,3.583,9023.29,927.32,170.24,405.3,-185.17,225.6823199,5.278,False
894,5,62.36,3.529,1352.02,376.67,7.6,184.54,1703.57,225.7665018,5.278,False
1002,6,61.33,3.297,12590.41,2173.66,123.2,3108.55,5416.96,219.5631135,6.551,False
1003,6,63.89,3.308,4649.8,304.36,205.38,687.88,7949.26,219.7897137,6.551,False
1004,6,62.78,3.236,429.03,171.88,83192.81,15.0,986.23,220.0417412,6.551,True
1005,6,51.18,3.172,6264.18,74.94,2885.14,3904.82,27272.53,220.2937686,6.551,False
1006,6,43.64,3.158,5473.33,42.0,282.45,4436.51,11311.24,220.5457961,6.551,False
1007,6,53.27,3.159,7070.01,27.0,603.98,508.56,4788.85,220.7671856,6.551,False
1008,6,49.45,3.112,2143.54,55.54,1417.2,23.41,5336.5,220.9477245,6.551,False
1009,6,46.8,3.129,6098.54,82881.16,326.68,814.58,2728.99,221.1282634,6.551,True
1010,6,50.82,3.157,3220.17,32056.43,108.24,985.76,6650.63,221.3088023,6.132,False
1011,6,48.33,3.261,4779.48,11967.81,65.72,575.13,4512.18,221.4893412,6.132,False
1012,6,55.37,3.268,3413.91,1540.99,33.02,449.06,6587.63,221.5831306,6.132,False
1013,6,53.95,3.29,1510.59,630.92,37.1,17.0,2641.9,221.6769199,6.132,False
1014,6,57.45,3.36,36848.38,1772.68,161.55,28199.34,7151.33,221.7707093,6.132,False
1015,6,48.58,3.409,12635.19,5694.76,68.45,8976.17,6779.43,221.8644987,6.132,True
1016,6,49.03,3.51,13182.32,15299.89,12.82,6129.29,7603.05,222.026359,6.132,False
1017,6,59.17,3.555,9198.08,8878.31,10.6,642.13,5539.68,222.2392726,6.132,False
1018,6,60.32,3.63,20243.99,618.72,14.35,9687.4,4968.92,222.4521862,6.132,False
1019,6,57.89,3.669,7731.19,445.6,4.19,446.42,5729.67,222.6650998,6.132,False
1020,6,62.8,3.734,7034.05,103.68,4.59,2231.64,2062.04,222.8186603,6.132,False
1021,6,63.71,3.787,4928.84,57.72,10.95,664.8,3968.26,222.8930835,6.132,False
1022,6,67.91,3.845,12063.62,6.78,16.5,1859.67,3535.25,222.9675066,6.132,False
1024,6,71.29,3.891,4634.18,6968.14,18.04,1544.21,2875.46,223.1163529,5.964,False
1025,6,68.64,3.877,2326.27,2591.86,14.79,81.42,3663.48,223.17092,5.964,False
1026,6,71.5,3.814,2564.41,1.49,15.54,9.94,2556.36,223.2254871,5.964,False
1027,6,77.66,3.749,13643.53,266.0,117.27,5455.98,2773.56,223.2800541,5.964,False
1031,6,80.39,3.501,8267.68,16.0,441.83,1904.81,3517.55,223.3539397,5.964,False
1032,6,80.5,3.452,11150.2,188.6,63.7,859.54,6294.81,223.3553131,5.964,False
1033,6,82.1,3.393,7041.68,276.35,350.16,3373.11,5325.58,223.3680933,5.964,False
1034,6,81.2,3.346,7253.03,312.35,160.51,3024.57,6806.11,223.4093906,5.964,False
1036,6,82.95,3.227,6087.24,254.9,205.95,3655.34,5715.69,223.4919851,5.668,False
1037,6,80.27,3.256,8413.69,113.45,39.42,5516.18,2724.98,223.5332824,5.668,False
1038,6,81.57,3.311,3762.14,148.95,18.43,3197.56,7560.36,223.5424501,5.668,False
1039,6,85.78,3.407,7017.6,203.26,8.11,17151.91,3340.02,223.5516178,5.668,False
1040,6,87.55,3.417,31765.22,141.14,19.13,15925.51,6069.02,223.5607856,5.668,False
1041,6,87.04,3.494,5750.2,187.04,5.21,3920.14,7505.63,223.5699533,5.668,False
